# from: http://droughtmonitor.unl.edu/MapsAndData/DataTables.aspx
Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4
7/6/2004,14.81,85.19,52.05,8.32,0,0
6/29/2004,14.64,85.36,50.9,7.57,0,0
6/22/2004,17.95,82.05,50.66,7.57,0,0
6/15/2004,17.67,82.33,50.41,7.67,0,0
6/8/2004,17.67,82.33,50.41,7.67,0,0
6/1/2004,18.39,81.61,50.36,6.66,0,0
5/25/2004,16.9,83.1,48.33,6.96,0,0
5/18/2004,17.07,82.93,46.06,6.96,0,0
5/11/2004,17.07,82.93,46.06,6.96,0,0
5/4/2004,16.81,83.19,46.06,6.96,0,0
4/27/2004,29.21,70.79,22.67,6.96,0,0
4/20/2004,31.64,68.36,19.01,5.78,0,0
4/13/2004,31.64,68.36,19.01,5.78,0,0
4/6/2004,62.08,37.92,16.45,5.43,0,0
3/30/2004,61.85,38.15,17.16,7.94,0,0
3/23/2004,74,26,17.16,7.94,0,0
3/16/2004,74,26,17.16,7.94,0,0
3/9/2004,74,26,17.16,7.94,0,0
3/2/2004,74,26,17.16,7.94,0,0
2/24/2004,70.62,29.38,17.2,7.78,0,0
2/17/2004,67.47,32.53,17.2,7.78,0,0
2/10/2004,67.47,32.53,17.2,7.78,0,0
2/3/2004,67.18,32.82,17.3,7.79,0,0
1/27/2004,67.18,32.82,17.3,7.67,0,0
1/20/2004,66.01,33.99,18.38,7.67,0,0
1/13/2004,65.27,34.73,23.23,9.51,0,0
1/6/2004,69.55,30.45,20.28,8.05,0,0
12/30/2003,67.34,32.66,20.28,9.47,0,0
12/23/2003,47.84,52.16,32.06,9.8,0.01,0
12/16/2003,48.91,51.09,30.57,9.75,0.02,0
12/9/2003,47.46,52.54,29.64,8.86,0.01,0
12/2/2003,43.73,56.27,30.7,9.84,0,0
11/25/2003,46.19,53.81,30.69,10.91,0,0
11/18/2003,44.56,55.44,32.1,11.56,0.03,0
11/11/2003,45.87,54.13,31.34,10.2,0,0
11/4/2003,29.14,70.86,33.06,11.07,0,0
10/28/2003,6.6,93.4,42.17,11.32,0.02,0
10/21/2003,26.77,73.23,26.49,11.27,0,0
10/14/2003,28.25,71.75,23.96,9.48,0,0
10/7/2003,66.91,33.09,25.28,10.65,0,0
9/30/2003,67.98,32.02,23.86,8.94,0,0
9/23/2003,66.92,33.08,25.47,10.71,0,0
9/16/2003,67.25,32.75,24.9,10.18,0,0
9/9/2003,65.83,34.17,27.52,9.39,0.01,0
9/2/2003,65.32,34.68,30.54,15.26,0,0
8/26/2003,66.8,33.2,24.01,13.44,0.01,0
8/19/2003,66.81,33.19,24.08,12.7,0,0
8/12/2003,63.93,36.07,24.75,8.37,0.01,0
8/5/2003,63.37,36.63,25.72,9.1,0.05,0
7/29/2003,63.9,36.1,24.76,8.43,0.03,0
7/22/2003,62.96,37.04,26.04,8.9,0.01,0
7/15/2003,62.14,37.86,25.28,9.19,0,0
7/8/2003,62.41,37.59,25.72,9.38,0,0
7/1/2003,63.14,36.86,25.06,8.45,0.03,0
6/24/2003,64.7,35.3,25.23,8.28,0.04,0
6/17/2003,63.83,36.17,25.85,8.23,0.1,0
6/10/2003,63.7,36.3,25.72,8.66,0,0
6/3/2003,63.32,36.68,26.16,8.99,0,0
5/27/2003,65.05,34.95,25.13,8.38,0,0
5/20/2003,64.15,35.85,25.01,8.47,0,0
5/13/2003,63.81,36.19,25.47,8.03,0,0
5/6/2003,58.71,41.29,30.12,8.33,0,0
4/29/2003,59.37,40.63,29.46,7.67,0,0
4/22/2003,59.72,40.28,30.85,8.75,0.04,0
4/15/2003,58.56,41.44,29,10.17,0.05,0
4/8/2003,40.13,59.87,32.74,11.39,0.17,0
4/1/2003,39.64,60.36,32.57,11.57,0.21,0
3/25/2003,51.83,48.17,32.1,11.33,0.1,0
3/18/2003,51.5,48.5,32.9,11.55,0.04,0
3/11/2003,45.14,54.86,33.71,21.85,1.2,0
3/4/2003,60.17,39.83,30.65,21.81,1.35,0
2/25/2003,58.1,41.9,34.46,20.61,7.62,0
2/18/2003,57.82,42.18,34.47,20.69,7.93,0
2/11/2003,45.39,54.61,38.83,28.32,14.91,0
2/4/2003,47.36,52.64,31.78,25.8,15.7,0
1/28/2003,51.74,48.26,29.56,25.24,15.67,0
1/21/2003,61.07,38.93,29.7,24.2,17.18,0
1/14/2003,60.71,39.29,30.81,25.39,17.08,0
1/7/2003,58.16,41.84,32.14,25.42,16.93,0
12/31/2002,58.39,41.61,32.23,26.06,17.19,0
12/24/2002,56.56,43.44,33.12,26.29,17.58,0
12/17/2002,42.1,57.9,35.75,29.12,17.18,0
12/10/2002,0,100,51.74,30.89,17.39,0
12/3/2002,5.66,94.34,35.26,28.16,17.35,0
11/26/2002,4.96,95.04,36.15,28.59,20.81,0
11/19/2002,5.55,94.45,35.87,28.21,20.68,0
11/12/2002,5.29,94.71,35.19,28.1,20.41,0
11/5/2002,0,100,75.48,47.2,24.48,0
10/29/2002,0,100,72.23,39.41,24.28,0
10/22/2002,0,100,72.01,39.65,23.89,0
10/15/2002,0,100,70.48,39.6,23.64,0
10/8/2002,0,100,70.73,39.66,23.64,0
10/1/2002,6.12,93.88,51.75,38.19,23.61,0
9/24/2002,5.5,94.5,56.14,39.64,23.98,0
9/17/2002,5.77,94.23,55.61,39.39,23.92,0
9/10/2002,5.1,94.9,55.24,40.45,23.63,0
9/3/2002,5.28,94.72,56.36,39.93,22.95,0
8/27/2002,4.89,95.11,56.24,39.99,24.21,0
8/20/2002,4.99,95.01,56.57,40.31,23.95,0
8/13/2002,4.99,95.01,56.66,40.03,26.32,0
8/6/2002,5.23,94.77,56.22,40.05,26.05,0
7/30/2002,4.99,95.01,55.35,39.71,24.45,0
7/23/2002,5.69,94.31,55.3,37.9,23.07,0
7/16/2002,6.67,93.33,51.55,36.28,23.2,0
7/9/2002,6.55,93.45,53.57,36.09,15.15,0
7/2/2002,7.45,92.55,53.31,35.76,13.67,0
6/25/2002,7.56,92.44,52.99,35.49,13.46,0
6/18/2002,18.01,81.99,48.22,33.2,9.07,0
6/11/2002,17.86,82.14,42.35,27.08,4.09,0
6/4/2002,17.99,82.01,42.05,26.85,3.93,0
5/28/2002,19.89,80.11,41.79,27.18,3.87,0
5/21/2002,53.49,46.51,36.83,26.07,0.45,0
5/14/2002,53.27,46.73,37.31,26.59,0.55,0
5/7/2002,53.54,46.46,37.13,26.21,0.45,0
4/30/2002,53.26,46.74,37.89,26.4,0.45,0
4/23/2002,52.85,47.15,37.98,29.12,0,0
4/16/2002,52.61,47.39,38.23,29.37,0,0
4/9/2002,54.11,45.89,35.6,19.1,0,0
4/2/2002,55.18,44.82,26.77,6.56,0,0
3/26/2002,54.83,45.17,22.32,1.56,0,0
3/19/2002,55.6,44.4,22.3,0,0,0
3/12/2002,53.35,46.65,21.95,0,0,0
3/5/2002,52.91,47.09,0.29,0,0,0
2/26/2002,54.51,45.49,0.17,0,0,0
2/19/2002,54.76,45.24,0.07,0,0,0
2/12/2002,53.96,46.04,0.28,0,0,0
2/5/2002,75.57,24.43,0.16,0,0,0
1/29/2002,87.79,12.21,0.15,0,0,0
1/22/2002,87.24,12.76,0.11,0,0,0
1/15/2002,92.58,7.42,0.27,0,0,0
1/8/2002,92.84,7.16,0.11,0,0,0
1/1/2002,77.42,22.58,11.08,4.92,0,0
12/25/2001,66.53,33.47,18.81,9.92,0,0
12/18/2001,51.45,48.55,30.49,17.9,3.2,0
12/11/2001,48.36,51.64,30.49,20.09,6.77,0
12/4/2001,45.75,54.25,34.41,21.4,7.56,0
11/27/2001,40.93,59.07,45.1,30.64,17.59,0
11/20/2001,29.62,70.38,47.53,30.64,18.22,0
11/13/2001,29.62,70.38,47.53,32.69,18.22,0
11/6/2001,29.62,70.38,47.53,32.69,18.22,0
10/30/2001,29.62,70.38,47.53,32.69,18.22,0
10/23/2001,29.62,70.38,47.53,33.58,18.95,0
10/16/2001,29.62,70.38,47.53,33.58,18.95,0
10/9/2001,33.99,66.01,47.53,33.58,18.95,0
10/2/2001,33.99,66.01,47.53,33.57,18.95,0
9/25/2001,33.99,66.01,47.53,33.58,18.95,0
9/18/2001,33.99,66.01,47.53,33.58,18.95,0
9/11/2001,33.99,66.01,47.53,33.58,18.95,0
9/4/2001,50.28,49.72,35.87,28.25,18.6,0
8/28/2001,50.28,49.72,35.87,28.25,18.6,0
8/21/2001,53,47,32.15,25.19,16.26,0
8/14/2001,54.82,45.18,27.19,19.79,10.31,0
8/7/2001,54.82,45.18,27.19,19.79,9.69,0
7/31/2001,54.82,45.18,27.19,19.79,9.69,0
7/24/2001,54.82,45.18,27.19,19.79,9.69,0
7/17/2001,55.94,44.06,27.19,19.79,9.69,0
7/10/2001,56.08,43.92,26.69,17.04,9.69,0
7/3/2001,42.02,57.98,27.59,18.48,4.72,0
6/26/2001,46.12,53.88,27.59,17.28,0.93,0
6/19/2001,46.48,53.52,25.96,15.87,0.2,0
6/12/2001,49.85,50.15,24.34,8.93,0.05,0
6/5/2001,49.85,50.15,22.39,8.24,0.05,0
5/29/2001,59.65,40.35,17.23,6.1,0.04,0
5/22/2001,59.65,40.35,17.23,3.44,0.05,0
5/15/2001,59.65,40.35,17.23,3.44,0.05,0
5/8/2001,66.5,33.5,14.71,3.44,0.07,0
5/1/2001,66.5,33.5,14.71,3.44,0.58,0
4/24/2001,66.5,33.5,14.71,3.44,0.58,0
4/17/2001,66.5,33.5,14.71,3.44,0.58,0
4/10/2001,74.01,25.99,13.11,3.44,0.58,0
4/3/2001,69.79,30.21,12.93,3.44,0.58,0
3/27/2001,73.4,26.6,4.65,0.08,0,0
3/20/2001,73.4,26.6,4.65,0.08,0,0
3/13/2001,73.11,26.89,2.97,0,0,0
3/6/2001,73.11,26.89,2.97,0,0,0
2/27/2001,73.11,26.89,2.95,0,0,0
2/20/2001,68.1,31.9,2.28,0,0,0
2/13/2001,62.95,37.05,2.68,0,0,0
2/6/2001,63.65,36.35,0,0,0,0
1/30/2001,80.05,19.95,0,0,0,0
1/23/2001,74.23,25.77,0,0,0,0
1/16/2001,85.26,14.74,0,0,0,0
1/9/2001,56.33,43.67,0,0,0,0
1/2/2001,69.13,30.87,0,0,0,0
12/26/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
10/31/2000,100,0,0,0,0,0
10/24/2000,88.15,11.85,0,0,0,0
10/17/2000,84.08,15.92,0,0,0,0
10/10/2000,87.3,12.7,0,0,0,0
10/3/2000,87.3,12.7,0,0,0,0
9/26/2000,87.3,12.7,0,0,0,0
9/19/2000,87.82,12.18,0,0,0,0
9/12/2000,87.82,12.18,0,0,0,0
9/5/2000,87.82,12.18,0,0,0,0
8/29/2000,77.21,22.79,0,0,0,0
8/22/2000,75.09,24.91,0.99,0,0,0
8/15/2000,75.09,24.91,1.72,0,0,0
8/8/2000,87.98,12.02,0,0,0,0
8/1/2000,92.39,7.61,0,0,0,0
7/25/2000,92.39,7.61,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
4/18/2000,95.93,4.07,0,0,0,0
4/11/2000,97.02,2.98,0,0,0,0
4/4/2000,97.02,2.98,0,0,0,0
3/28/2000,97.28,2.72,0,0,0,0
3/21/2000,97.45,2.55,0,0,0,0
3/14/2000,97.45,2.55,0,0,0,0
3/7/2000,90.56,9.44,0.03,0,0,0
2/29/2000,83.71,16.29,0.05,0,0,0
2/22/2000,81.29,18.71,0,0,0,0
2/15/2000,56.39,43.61,0,0,0,0
2/8/2000,55.8,44.2,0,0,0,0
2/1/2000,49.12,50.88,0,0,0,0
1/25/2000,44.03,55.97,0,0,0,0
1/18/2000,27.97,72.03,0,0,0,0
1/11/2000,18.25,81.75,0,0,0,0
1/4/2000,51.83,48.17,0,0,0,0
